Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr),India VIX ,STT rate,Avg Share price,Trading Volume
02-Jan-23,18131.7,18215.15,18086.5,18197.45,256073979,11793.06,14.685,0.05,18150.825,0.649725839
03-Jan-23,18163.2,18251.95,18149.8,18232.55,208699772,13680.91,14.385,0.05,18200.875,0.751662214
04-Jan-23,18230.65,18243,18020.6,18042.95,235162202,16687.71,15.1975,0.05,18131.8,0.920355949
05-Jan-23,18101.95,18120.3,17892.6,17992.15,269949738,22108.53,14.9825,0.05,18006.45,1.227811701
06-Jan-23,18008.05,18047.4,17795.55,17859.45,238220578,17495.25,15.025,0.05,17921.475,0.97621708
09-Jan-23,17952.55,18141.4,17936.15,18101.2,257237669,19916.16,14.6525,0.05,18038.775,1.104074972
10-Jan-23,18121.3,18127.6,17856,17914.15,283277918,20570.3,15.51,0.05,17991.8,1.143315288
11-Jan-23,17924.25,17976.35,17824.35,17895.7,259853294,20204.33,15.435,0.05,17900.35,1.12871145
12-Jan-23,17920.85,17945.8,17761.65,17858.2,227769060,19762.43,15.275,0.05,17853.725,1.106907942
13-Jan-23,17867.5,17999.35,17774.25,17956.6,256700729,21341.7,14.46,0.05,17886.8,1.19315361
16-Jan-23,18033.15,18049.65,17853.65,17894.85,206195816,16728.37,15.0225,0.05,17951.65,0.93185696
17-Jan-23,17922.8,18072.05,17886.95,18053.3,219055125,17461.09,14.59,0.05,17979.5,0.971166606
18-Jan-23,18074.3,18183.75,18032.45,18165.35,255840928,20500.07,14.3725,0.05,18108.1,1.132093925
19-Jan-23,18119.8,18155.2,18063.75,18107.85,237833991,18413.13,13.96,0.05,18109.475,1.016767742
20-Jan-23,18115.6,18145.45,18016.2,18027.65,237225269,19519.96,13.7875,0.05,18080.825,1.079594543
23-Jan-23,18118.45,18162.6,18063.45,18118.55,202460434,17060.12,13.6175,0.05,18113.025,0.941870284
24-Jan-23,18183.95,18201.25,18078.65,18118.3,216910302,19705.91,13.6575,0.05,18139.95,1.086326589
25-Jan-23,18093.35,18100.6,17846.15,17891.95,257227052,20890.56,14.655,0.05,17973.375,1.162305911
27-Jan-23,17877.2,17884.75,17493.55,17604.35,476342611,40104.83,17.32,0.05,17689.15,2.267199385
30-Jan-23,17541.95,17709.15,17405.55,17648.95,432434028,38159.88,17.71,0.05,17557.35,2.173441892
31-Jan-23,17731.45,17735.7,17537.55,17662.15,398338541,35023.7,16.875,0.05,17636.625,1.985850467
01-Feb-23,17811.6,17972.2,17353.4,17616.3,512870802,38486.19,16.78,0.05,17662.8,2.178940485
02-Feb-23,17517.1,17653.9,17445.95,17610.4,490113567,37639.96,15.7325,0.05,17549.925,2.144736231
03-Feb-23,17721.75,17870.3,17584.2,17854.05,424123037,34503.67,14.3975,0.05,17727.25,1.946363367
06-Feb-23,17818.55,17823.7,17698.35,17764.6,282544790,21864.88,14.6875,0.05,17761.025,1.231059581
07-Feb-23,17790.1,17811.15,17652.55,17721.5,354395693,23611.08,14.125,0.05,17731.85,1.33156326
08-Feb-23,17750.3,17898.7,17744.15,17871.7,290994265,23733.4,13.595,0.05,17821.425,1.331734135
09-Feb-23,17885.5,17916.9,17779.8,17893.45,260854055,21529.97,13.04,0.05,17848.35,1.206272288
10-Feb-23,17847.55,17876.95,17801,17856.5,231991834,17063.99,12.745,0.05,17838.975,0.956556641
13-Feb-23,17859.1,17880.7,17719.75,17770.9,231276483,17406.31,13.68,0.05,17800.225,0.977870224
14-Feb-23,17840.35,17954.55,17800.05,17929.85,244512944,20579.8,13.4525,0.05,17877.3,1.15116936
15-Feb-23,17896.6,18034.1,17853.8,18015.85,229273800,21457.34,12.86,0.05,17943.95,1.195798027
16-Feb-23,18094.75,18134.75,18000.65,18035.85,230246175,18891.55,12.89,0.05,18067.7,1.045597946
17-Feb-23,17974.85,18034.25,17884.6,17944.2,208053929,16998.33,13.085,0.05,17959.425,0.946485202
20-Feb-23,17965.55,18004.35,17818.4,17844.6,174563233,14729.07,13.3825,0.05,17911.375,0.822330502
21-Feb-23,17905.8,17924.9,17800.3,17826.7,198248205,15593.09,14.0075,0.05,17862.6,0.872946268
22-Feb-23,17755.35,17772.5,17529.45,17554.3,204021979,17162.09,15.5875,0.05,17650.975,0.972302663
23-Feb-23,17574.65,17620.05,17455.4,17511.25,240807918,19313.68,15.075,0.05,17537.725,1.101264845
24-Feb-23,17591.35,17599.75,17421.8,17465.8,209406363,16100.18,14.185,0.05,17510.775,0.919444171
27-Feb-23,17428.6,17451.6,17299,17392.7,246448847,16638.41,13.875,0.05,17375.3,0.957589797
28-Feb-23,17383.25,17440.45,17255.2,17303.95,420881259,32959.77,14.02,0.05,17347.825,1.899936736
01-Mar-23,17360.1,17467.75,17345.25,17450.9,272881409,19784.53,12.995,0.05,17406.5,1.136617356
02-Mar-23,17421.5,17445.8,17306,17321.9,310669094,22068.68,12.97,0.05,17375.9,1.270074068
03-Mar-23,17451.25,17644.75,17427.7,17594.35,356169518,24143.96,12.18,0.05,17536.225,1.376804871
06-Mar-23,17680.35,17799.95,17671.95,17711.45,362801096,26959.41,12.2675,0.05,17735.95,1.520043189
08-Mar-23,17665.75,17766.5,17602.25,17754.4,267041402,23155.56,12.45,0.05,17684.375,1.309379608
09-Mar-23,17772.05,17772.35,17573.6,17589.6,262352056,21964.17,12.725,0.05,17672.975,1.242811128
10-Mar-23,17443.8,17451.5,17324.35,17412.9,235927570,19794.73,13.4125,0.05,17387.925,1.138418184
13-Mar-23,17421.9,17529.9,17113.45,17154.3,254914657,22860.67,16.215,0.05,17321.675,1.319772482
14-Mar-23,17160.55,17224.65,16987.1,17043.3,290604200,26057.6,16.2175,0.05,17105.875,1.523312897
15-Mar-23,17166.45,17211.35,16938.9,16972.15,248188970,22659.09,16.295,0.05,17075.125,1.327023375
16-Mar-23,16994.65,17062.45,16850.15,16985.6,349820607,24198.71,16.2175,0.05,16956.3,1.427122073
17-Mar-23,17111.8,17145.8,16958.15,17100.05,408121255,30478.42,14.7675,0.05,17051.975,1.787383573
20-Mar-23,17066.6,17066.6,16828.35,16988.4,241777405,21454.09,16.0075,0.05,16947.475,1.265916604
21-Mar-23,17060.4,17127.7,17016,17107.5,246737873,22039.11,15.0825,0.05,17071.85,1.290962022
22-Mar-23,17177.45,17207.25,17107.85,17151.9,185700457,15712,14.8075,0.05,17157.55,0.915748461
23-Mar-23,17097.4,17205.4,17045.3,17076.9,219171517,19676.97,14.49,0.05,17125.35,1.148996663
24-Mar-23,17076.2,17109.45,16917.35,16945.05,228038299,19019.88,15.24,0.05,17013.4,1.117935275
27-Mar-23,16984.3,17091,16918.55,16985.7,218418670,18466.56,15.445,0.05,17004.775,1.085963207
28-Mar-23,17031.75,17061.75,16913.75,16951.7,238840919,20942.5,15.1,0.05,16987.75,1.232800106
29-Mar-23,16977.3,17126.15,16940.6,17080.7,345911087,27261.74,13.6275,0.05,17033.375,1.600489627
31-Mar-23,17210.35,17381.6,17204.65,17359.75,263889033,24970.98,12.935,0.05,17293.125,1.443983086
03-Apr-23,17427.95,17428.05,17312.75,17398.05,230170687,20359.58,12.585,0.0625,17370.4,1.172084696
05-Apr-23,17422.3,17570.55,17402.7,17557.05,248345193,23911.75,12.4125,0.0625,17486.625,1.367430822
06-Apr-23,17533.85,17638.7,17502.85,17599.15,242708337,23543.21,11.7975,0.0625,17570.775,1.339907318
10-Apr-23,17634.9,17694.1,17597.95,17624.05,254819382,21092.06,12.2725,0.0625,17646.025,1.195286757
11-Apr-23,17704.8,17748.75,17655.15,17722.3,304263454,25841.64,11.975,0.0625,17701.95,1.459818834
12-Apr-23,17759.55,17825.75,17717.25,17812.4,232816318,22851.93,12.2725,0.0625,17771.5,1.285875137
13-Apr-23,17807.3,17842.15,17729.65,17828,285764798,26460.2,11.9075,0.0625,17785.9,1.487706554
17-Apr-23,17863,17863,17574.05,17706.85,357401212,35118.57,12.265,0.0625,17718.525,1.982025592
18-Apr-23,17766.6,17766.6,17610.2,17660.15,258856690,23032.99,12.075,0.0625,17688.4,1.302152258
19-Apr-23,17653.35,17666.15,17579.85,17618.75,281463379,21562.08,12.1525,0.0625,17623,1.223519265
20-Apr-23,17638.6,17684.45,17584.35,17624.45,215103396,19457.45,11.94,0.0625,17634.4,1.103380325
21-Apr-23,17639.75,17663.2,17553.95,17624.05,230156645,19091.44,11.63,0.0625,17608.575,1.084212663
24-Apr-23,17707.55,17754.5,17612.5,17743.4,255740393,23142.94,11.6675,0.0625,17683.5,1.308730738
25-Apr-23,17761.55,17807.45,17716.85,17769.25,297445999,28819.53,11.52,0.0625,17762.15,1.622524863
26-Apr-23,17767.3,17827.75,17711.2,17813.6,233008677,21295.14,11.6525,0.0625,17769.475,1.198411321
27-Apr-23,17813.1,17931.6,17797.9,17915.05,241434660,24454.15,11.425,0.0625,17864.75,1.36884927
28-Apr-23,17950.4,18089.15,17885.3,18065,290263674,27026.12,10.9475,0.0625,17987.225,1.502517481
02-May-23,18124.8,18180.25,18101.75,18147.65,265216308,23615.47,11.8975,0.0625,18141,1.301773331
03-May-23,18113.8,18116.35,18042.4,18089.85,226171254,19079.79,11.84,0.0625,18079.375,1.055334601
04-May-23,18081,18267.45,18066.7,18255.8,226643581,21889.48,11.7325,0.0625,18167.075,1.204898422
05-May-23,18117.3,18216.95,18055.45,18069,239702311,26152.88,12.295,0.0625,18136.2,1.442026444
08-May-23,18120.6,18286.95,18100.3,18264.4,228399379,22687.94,12.635,0.0625,18193.625,1.247026912
09-May-23,18303.4,18344.2,18229.65,18265.95,245368649,23478.06,12.6775,0.0625,18286.925,1.2838714
10-May-23,18313.6,18326.75,18211.95,18315.1,220450874,21416.41,13.0825,0.0625,18269.35,1.172259002
11-May-23,18357.8,18389.7,18270.4,18297,248932544,26440.1,13.215,0.0625,18330.05,1.442445602
12-May-23,18273.75,18342.75,18194.55,18314.8,241702589,22046.04,12.8525,0.0625,18268.65,1.206768973
15-May-23,18339.3,18458.9,18287.9,18398.85,216088535,19329.75,13.1725,0.0625,18373.4,1.052050791
16-May-23,18432.35,18432.35,18264.35,18286.5,219490491,21063.78,13.2925,0.0625,18348.35,1.147993144
17-May-23,18300.45,18309,18115.35,18181.75,229898510,20903.12,13.105,0.0625,18212.175,1.147755279
18-May-23,18287.5,18297.2,18104.85,18129.95,272103515,24172.44,12.795,0.0625,18201.025,1.328081248
19-May-23,18186.15,18218.1,18060.4,18203.4,260898407,22105.67,12.3025,0.0625,18139.25,1.21866505
22-May-23,18201.1,18335.25,18178.85,18314.4,262560942,25147.58,12.57,0.0625,18257.05,1.377417491
23-May-23,18362.9,18419.75,18324.2,18348,270354216,28648.15,12.605,0.0625,18371.975,1.559339701
24-May-23,18294.8,18392.6,18262.95,18285.4,232621507,24273.17,13.1125,0.0625,18327.775,1.324392623
25-May-23,18268.9,18338.1,18202.4,18321.15,235915651,22411.41,12.52,0.0625,18270.25,1.226661376
26-May-23,18368.35,18508.55,18333.15,18499.35,198668359,19094.08,11.9,0.0625,18420.85,1.036547173
29-May-23,18619.15,18641.2,18581.25,18598.65,265323978,19237.57,12.2975,0.0625,18611.225,1.033654152
30-May-23,18606.65,18662.45,18575.5,18633.85,234391323,21660.69,12.01,0.0625,18618.975,1.163366404
31-May-23,18594.2,18603.9,18483.85,18534.4,696495765,70755.08,11.9725,0.0625,18543.875,3.815549878
01-Jun-23,18579.4,18580.3,18464.55,18487.75,265630759,24056.99,11.5975,0.0625,18522.425,1.298803477
02-Jun-23,18550.85,18573.7,18478.4,18534.1,270923679,23171.88,11.125,0.0625,18526.05,1.250772831
05-Jun-23,18612,18640.15,18582.8,18593.85,256111496,20369.16,11.1375,0.0625,18611.475,1.09444093
06-Jun-23,18600.8,18622.75,18531.6,18599,220789926,21957.47,11.38,0.0625,18577.175,1.181959582
07-Jun-23,18665.6,18738.95,18636,18726.4,260109671,21482.77,11.4425,0.0625,18687.475,1.149581203
08-Jun-23,18725.35,18777.9,18615.6,18634.55,286468927,22762.3,11.2575,0.0625,18696.75,1.217446882
09-Jun-23,18655.9,18676.65,18555.4,18563.4,221760885,20181.42,11.12,0.0625,18616.025,1.084088574
12-Jun-23,18595.05,18633.6,18559.75,18601.5,179463966,15386.04,11.245,0.0625,18596.675,0.827354352
13-Jun-23,18631.8,18728.9,18631.8,18716.15,233167883,22612.62,11.11,0.0625,18680.35,1.210503015
14-Jun-23,18744.6,18769.7,18690,18755.9,261354575,19520.08,11.1625,0.0625,18729.85,1.042190941
15-Jun-23,18774.45,18794.1,18669.05,18688.1,263004991,24820.77,11.08,0.0625,18731.575,1.325076509
16-Jun-23,18723.3,18864.7,18710.5,18826,272771256,28877.67,10.84,0.0625,18787.6,1.537060082
19-Jun-23,18873.3,18881.45,18719.15,18755.45,219815214,22699.84,11.225,0.0625,18800.3,1.207419031
20-Jun-23,18752.35,18839.7,18660.65,18816.7,211649257,19687.08,11.1325,0.0625,18750.175,1.0499678
21-Jun-23,18849.4,18875.9,18794.85,18856.85,217481345,19102.48,11.2925,0.0625,18835.375,1.014181029
22-Jun-23,18853.6,18886.6,18759.5,18771.25,252697871,24990.87,11.5475,0.0625,18823.05,1.327673783
23-Jun-23,18741.85,18756.4,18647.1,18665.5,210562119,20619.6,11.235,0.0625,18701.75,1.102549227
26-Jun-23,18682.35,18722.05,18646.7,18691.2,171271325,17355.14,11.395,0.0625,18684.375,0.928858471
27-Jun-23,18748.55,18829.25,18714.25,18817.4,222464605,21415.89,10.7775,0.0625,18771.75,1.140857405
28-Jun-23,18908.15,19011.25,18861.35,18972.1,398782019,37356.94,10.8875,0.0625,18936.3,1.972768703
30-Jun-23,19076.85,19201.7,19024.6,19189.05,247906587,26376.62,10.8,0.0625,19113.15,1.380024747
03-Jul-23,19246.5,19345.1,19234.4,19322.55,226050219,22681.54,11.54,0.0625,19289.75,1.175833798
04-Jul-23,19406.6,19434.15,19300,19389,226916635,26634.06,11.7,0.0625,19367.075,1.375223672
05-Jul-23,19405.95,19421.6,19339.6,19398.5,224418797,24699.24,11.8825,0.0625,19380.6,1.274431132
06-Jul-23,19385.7,19512.2,19373,19497.3,268261285,28540.18,11.84,0.0625,19442.6,1.467919928
07-Jul-23,19422.8,19523.6,19303.6,19331.8,237102566,23089.25,11.5325,0.0625,19413.6,1.189333766
10-Jul-23,19400.35,19435.85,19327.1,19355.9,268246132,25991.55,11.4625,0.0625,19381.475,1.341051184
11-Jul-23,19427.1,19515.1,19406.45,19439.4,251263638,26883.78,11.0125,0.0625,19460.775,1.381434193
12-Jul-23,19497.45,19507.7,19361.75,19384.3,327941559,40163.14,10.935,0.0625,19434.725,2.066565902
13-Jul-23,19495.2,19567,19385.8,19413.75,310442517,27244.56,10.9375,0.0625,19476.4,1.39884989
14-Jul-23,19493.45,19595.35,19433.5,19564.5,291165841,25484.44,10.6825,0.0625,19514.425,1.305928307
17-Jul-23,19612.15,19731.85,19562.95,19711.45,268707894,25975.57,11.315,0.0625,19647.4,1.322086892
18-Jul-23,19787.5,19819.45,19690.2,19749.25,286353897,33269.08,11.71,0.0625,19754.825,1.684098948
19-Jul-23,19802.95,19851.7,19727.45,19833.15,259660464,26447.9,11.6,0.0625,19789.575,1.33645619
20-Jul-23,19831.7,19991.85,19758.4,19979.15,274698867,30622.66,11.785,0.0625,19875.125,1.540753077
21-Jul-23,19800.45,19887.4,19700,19745,312461795,33802.14,11.485,0.0625,19793.7,1.707722154
24-Jul-23,19748.45,19782.75,19658.3,19672.35,265562151,24522.29,11.6525,0.0625,19720.525,1.243490729
25-Jul-23,19729.35,19729.35,19615.95,19680.6,369653496,29665.67,10.2425,0.0625,19672.65,1.507965119
26-Jul-23,19733.35,19825.6,19716.7,19778.3,244747425,23023.86,10.4575,0.0625,19771.15,1.164517997
27-Jul-23,19850.9,19867.55,19603.55,19659.9,334891351,35019.13,10.5125,0.0625,19735.55,1.774418752
28-Jul-23,19659.75,19695.9,19563.1,19646.05,258671382,22995.98,10.135,0.0625,19629.5,1.171501057
31-Jul-23,19666.35,19772.75,19597.6,19753.8,295053318,23075.38,10.4125,0.0625,19685.175,1.172221227
01-Aug-23,19784,19795.6,19704.6,19733.55,298048161,24554.71,10.2825,0.0625,19750.1,1.243270161
02-Aug-23,19655.4,19678.25,19423.55,19526.55,290666798,23997.47,11.2775,0.0625,19550.9,1.227435566
03-Aug-23,19463.75,19537.65,19296.45,19381.65,315688612,29899.38,11.185,0.0625,19417.05,1.539851831
04-Aug-23,19462.8,19538.85,19436.45,19517,280799561,28086.15,10.5725,0.0625,19487.65,1.441228162
07-Aug-23,19576.85,19620.45,19524.8,19597.3,216586074,21655.87,11.1025,0.0625,19572.625,1.106436669
08-Aug-23,19627.2,19634.4,19533.1,19570.85,260294052,25437.47,11.325,0.0625,19583.75,1.298907002
09-Aug-23,19578.8,19645.5,19467.5,19632.55,266495074,23201.75,11.14,0.0625,19556.5,1.186395827
10-Aug-23,19605.55,19623.6,19495.4,19543.1,312193785,29430.34,11.4,0.0625,19559.5,1.504657072
11-Aug-23,19554.25,19557.75,19412.75,19428.3,235524048,24521.24,11.5225,0.0625,19485.25,1.258451393
14-Aug-23,19383.95,19465.85,19257.9,19434.55,243850815,22767.43,11.995,0.0625,19361.875,1.175889732
16-Aug-23,19369,19482.75,19317.2,19465,226627230,21484.66,12.125,0.0625,19399.975,1.107458128
17-Aug-23,19450.55,19461.55,19326.25,19365.25,268663456,26505.65,12.24,0.0625,19393.9,1.366700354
18-Aug-23,19301.75,19373.8,19253.6,19310.15,256142364,25641.41,12.1425,0.0625,19313.7,1.327628057
21-Aug-23,19320.65,19425.95,19296.3,19393.6,262589133,20738.75,11.96,0.0625,19361.125,1.071154181
22-Aug-23,19417.1,19443.5,19381.3,19396.45,208704354,20226.48,11.7475,0.0625,19412.4,1.041936082
23-Aug-23,19439.2,19472.05,19366.6,19444,225214991,20167.16,11.7275,0.0625,19419.325,1.038509835
24-Aug-23,19535.15,19584.45,19369,19386.7,268256859,24338.24,11.7,0.0625,19476.725,1.249606389
25-Aug-23,19297.4,19339.55,19229.7,19265.8,466518217,24998.12,12.0825,0.0625,19284.625,1.29627203
28-Aug-23,19298.35,19366.85,19249.7,19306.05,248178769,18237.22,12.3975,0.0625,19308.275,0.944528706
29-Aug-23,19374.85,19377.9,19309.1,19342.65,307388116,22501.12,12.225,0.0625,19343.5,1.163239331
30-Aug-23,19433.45,19452.8,19334.75,19347.45,233004568,19877.49,11.8,0.0625,19393.775,1.024941766
31-Aug-23,19375.55,19388.2,19223.65,19253.8,562557215,45699.54,12.0625,0.0625,19305.925,2.367125118
