,title,price,furnishing,bathrooms,tenant preferred,carpet area,House,BHK,place,floor_number,total_floors
460,2 BHK Apartment for Rent in Thrikkakara Kochi,25000.0,Semi-Furnished,2.0,Bachelors/Family,,Apartment,2,Thrikkakara,12.0,18.0
461,"3 BHK Apartment for Rent in Tranquil Towers , Kakkanad Kochi",30000.0,Furnished,4.0,Bachelors/Family,,Apartment,3,Kakkanad,5.0,10.0
462,3 BHK House for Rent in Edappally Kochi,12000.0,Unfurnished,3.0,Bachelors/Family,,House,3,Edappally,,
463,1 BHK Apartment for Rent in Vyttila Kochi,,Furnished,1.0,Bachelors/Family,,Apartment,1,Vyttila,5.0,10.0
464,"2 BHK Flat for Rent in Kollamkudimugal, Kochi",15000.0,Semi-Furnished,2.0,Bachelors/Family,,Flat,2,,2.0,6.0
466,"1 BHK Flat for Rent in Infopark Campus, Kochi",15500.0,Furnished,1.0,Bachelors/Family,550.0,Flat,1,,2.0,4.0
467,3 BHK House for Rent in Kalamasery Kochi,22500.0,Furnished,2.0,Bachelors/Family,1000.0,House,3,Kalamasery,1.0,2.0
468,2 BHK Flat for Rent in Kochi,28000.0,Unfurnished,2.0,Bachelors/Family,900.0,Flat,2,in,1.0,3.0
469,"3 BHK Flat for Rent in TATA Tritvam , Marine Drive, Kochi",80000.0,Furnished,4.0,Bachelors/Family,2000.0,Flat,3,Marine Drive,24.0,25.0
470,3 BHK Flat for Rent in Kochi,55000.0,Furnished,4.0,Bachelors,2250.0,Flat,3,in,11.0,19.0
471,"3 BHK Flat for Rent in TATA Tritvam , Marine Drive, Kochi",90000.0,Furnished,4.0,Bachelors/Family,1900.0,Flat,3,Marine Drive,10.0,26.0
472,"3 BHK Flat for Rent in Puravankara Purva Grandbay, Marine Drive, Kochi",55000.0,Furnished,3.0,Family,1900.0,Flat,3,Marine Drive,6.0,15.0
473,2 BHK House for Rent in 2 BHK 2Bath at koonanamavu near to NH66 Highway Kochi,14000.0,Unfurnished,2.0,Bachelors/Family,,House,2,Highway,1.0,1.0
474,2 BHK Flat for Rent in Kochi,15000.0,Semi-Furnished,2.0,Bachelors/Family,1050.0,Flat,2,in,2.0,2.0
475,2 BHK Flat for Rent in Kochi,20000.0,Semi-Furnished,2.0,Bachelors/Family,1306.0,Flat,2,in,2.0,2.0
476,"3 BHK Flat for Rent in Skyline Zircon , Panampily Nagar, Kochi",38000.0,Furnished,3.0,Bachelors/Family,1500.0,Flat,3,Panampily Nagar,4.0,12.0
477,2 BHK House for Rent in Infopark Campus Kochi,22000.0,Furnished,2.0,Bachelors/Family,,House,2,Campus,1.0,1.0
478,2 BHK Flat for Rent in Kochi,21000.0,Semi-Furnished,2.0,Bachelors/Family,750.0,Flat,2,in,0.0,2.0
480,"3 BHK Flat for Rent in Ambalamedu, Kochi",20000.0,Semi-Furnished,3.0,Bachelors,1000.0,Flat,3,,0.0,3.0
481,"3 BHK Flat for Rent in TATA Tritvam , Marine Drive, Kochi",90000.0,Semi-Furnished,4.0,Bachelors/Family,2000.0,Flat,3,Marine Drive,14.0,25.0
482,"3 BHK Flat for Rent in Happy Homes Siva Apartments, Thudiyur, Kochi",22000.0,Semi-Furnished,3.0,Bachelors/Family,,Apartment,3,Thudiyur,4.0,8.0
483,"3 BHK Flat for Rent in Marine Drive, Kochi",68000.0,Furnished,2.0,Bachelors/Family,,Flat,3,,2.0,15.0
484,"3 BHK Apartment for Rent in Asten Campus Court, Kakkanad Kochi",48000.0,Furnished,3.0,Bachelors/Family,,Apartment,3,Kakkanad,5.0,23.0
485,"3 BHK Apartment for Rent in Abad Casablanca , Vazhakkala Kochi",35000.0,Furnished,3.0,Bachelors/Family,,Apartment,3,Vazhakkala,1.0,11.0
486,3 BHK Apartment for Rent in Tiknar olina Kochi,30000.0,Semi-Furnished,3.0,Bachelors/Family,,Apartment,3,olina,3.0,15.0
487,3 BHK Apartment for Rent in Kalamasery Kochi,40000.0,Furnished,4.0,Bachelors/Family,,Apartment,3,Kalamasery,0.0,3.0
488,3 BHK Apartment for Rent in chittor road Kochi,29000.0,Furnished,4.0,Bachelors/Family,,Apartment,3,road,7.0,11.0
489,2 BHK House for Rent in Puthencruz Kochi,12508.0,,,Bachelors/Family,,House,2,Puthencruz,,
490,2 BHK House for Rent in Koonammavu Kochi,11000.0,Unfurnished,2.0,Bachelors/Family,,House,2,Koonammavu,1.0,1.0
491,2 BHK Apartment for Rent in Kolenchery Kochi,14000.0,Furnished,1.0,Bachelors,800.0,Apartment,2,Kolenchery,0.0,2.0
492,5 BHK House for Rent in Padamugal Kochi,35000.0,Semi-Furnished,5.0,Bachelors,1800.0,House,5,Padamugal,1.0,2.0
494,3 BHK Apartment for Rent in Skyline Petta Maradu Kochi,22000.0,Furnished,2.0,Bachelors,1250.0,Apartment,3,Maradu,11.0,17.0
495,3 BHK House for Rent in Vypin Kochi,15000.0,Semi-Furnished,3.0,Bachelors/Family,,House,3,Vypin,0.0,1.0
496,"1 BHK Apartment for Rent in South Indian Bank, Elamakkara Kochi",13000.0,,,Bachelors/Family,,Apartment,1,Elamakkara,,
497,3 BHK Villa for Rent in Kaipattoor Kochi,9000.0,Unfurnished,2.0,Family,,Villa,3,Kaipattoor,,
498,"2 BHK Apartment for Rent in Coral Auriga, Coral Auriga, Maradu, Kochi,Coral Auriga, Maradu, Kochi Kochi",15000.0,Unfurnished,2.0,Bachelors/Family,,Apartment,2,Kochi,2.0,3.0
499,"3 BHK Apartment for Rent in Riviera Retreat, Thevara Kochi",45000.0,Furnished,3.0,Bachelors,,Apartment,3,Thevara,10.0,13.0
500,2 BHK Builder Floor for Rent in Vennala Kochi,10000.0,Semi-Furnished,1.0,Bachelors/Family,,Builder Floor,2,Vennala,1.0,2.0
501,3 BHK Apartment for Rent in Kadavanthra Kochi,20000.0,Semi-Furnished,3.0,Family,,Apartment,3,Kadavanthra,2.0,13.0
502,2 BHK Apartment for Rent in Kaloor Kochi,14000.0,Unfurnished,2.0,Family,750.0,Apartment,2,Kaloor,0.0,2.0
503,"4 BHK Apartment for Rent in Prestige Neptunes Courtyard, Marine Drive Kochi",70000.0,Furnished,5.0,Bachelors/Family,,Apartment,4,Marine Drive,15.0,16.0
505,4 BHK House for Rent in Koonammavu Kochi,18500.0,Unfurnished,4.0,Bachelors/Family,1400.0,House,4,Koonammavu,1.0,2.0
506,2 BHK House for Rent in Nettoor Kochi,20000.0,Furnished,2.0,Bachelors/Family,,House,2,Nettoor,1.0,1.0
507,2 BHK House for Rent in Kacherippady Kochi,16000.0,Semi-Furnished,2.0,Bachelors/Family,,House,2,Kacherippady,1.0,3.0
508,3 BHK House for Rent in Cheppanam Kochi,150000.0,Semi-Furnished,3.0,Bachelors/Family,,House,3,Cheppanam,1.0,2.0
509,1 BHK Builder Floor for Rent in Kaloor Kochi,3500.0,Furnished,1.0,Bachelors/Family,,Builder Floor,1,Kaloor,1.0,3.0
510,1 BHK Builder Floor for Rent in Fort Kochi Kochi,9900.0,Semi-Furnished,1.0,Bachelors/Family,,Builder Floor,1,Fort Kochi,,
511,2 BHK Apartment for Rent in Pachalam Kochi,32000.0,Furnished,2.0,Bachelors/Family,850.0,Apartment,2,Pachalam,2.0,2.0
512,3 BHK Villa for Rent in Angamali Kochi,15000.0,Semi-Furnished,2.0,Bachelors/Family,,Villa,3,Angamali,,
513,4 BHK Apartment for Rent in Anjaneya Apartment Kochi,30000.0,Furnished,4.0,Bachelors/Family,1900.0,Apartment,4,Apartment,5.0,5.0
514,"2 BHK Apartment for Rent in Sowparnika Atrium, Edappally Kochi",36000.0,Semi-Furnished,2.0,Bachelors/Family,,Apartment,2,Edappally,1.0,9.0
516,2 BHK House for Rent in ARA 88 Kochi,21000.0,Semi-Furnished,2.0,Bachelors/Family,1400.0,House,2,88,,
517,4 BHK House for Rent in Tripunithura Kochi,25000.0,Semi-Furnished,4.0,Bachelors/Family,,House,4,Tripunithura,,
518,3 BHK Apartment for Rent in Asset Homes Silicon Heights Kochi,40000.0,Furnished,4.0,Bachelors/Family,1700.0,Apartment,3,Heights,2.0,15.0
519,3 BHK House for Rent in Varapuzha Kochi,16000.0,Unfurnished,2.0,Family,,House,3,Varapuzha,,
520,"3 BHK Apartment for Rent in Mystic Heights Phase I, Vyttila Kochi",22000.0,Furnished,3.0,Family,1480.0,Apartment,3,Vyttila,1.0,18.0
523,3 BHK Apartment for Rent in Kakkanad Kochi,38000.0,Furnished,3.0,Bachelors/Family,,Apartment,3,Kakkanad,16.0,20.0
524,1 BHK Apartment for Rent in Mather Esperansa Kochi,30000.0,Furnished,1.0,Bachelors,720.0,Apartment,1,Esperansa,12.0,12.0
525,"3 BHK Apartment for Rent in Puravankara Purva Grandbay, Marine Drive Kochi",45000.0,Furnished,3.0,Bachelors/Family,,Apartment,3,Marine Drive,10.0,14.0
526,3 BHK Apartment for Rent in Ravipuram Kochi,50000.0,Furnished,3.0,Bachelors/Family,2200.0,Apartment,3,Ravipuram,6.0,13.0
528,"2 BHK Apartment for Rent in DD Diamond Valley, Kakkanad Kochi",24000.0,Semi-Furnished,2.0,Bachelors,970.0,Apartment,2,Kakkanad,10.0,17.0
529,1 BHK House for Rent in Vaduthala Kochi,4500.0,Furnished,1.0,Bachelors/Family,,House,1,Vaduthala,,
530,3 BHK House for Rent in udayamperoor Kochi,15000.0,Unfurnished,3.0,Bachelors/Family,1116.0,House,3,udayamperoor,,
531,2 BHK Apartment for Rent in Pachalam Kochi,11000.0,Unfurnished,2.0,Bachelors/Family,850.0,Apartment,2,Pachalam,2.0,2.0
532,1 BHK Apartment for Rent in Thevara Kochi,15000.0,Furnished,1.0,Bachelors,400.0,Apartment,1,Thevara,0.0,3.0
533,3 BHK Villa for Rent in Aikaranad South Kochi,16000.0,Unfurnished,3.0,Bachelors/Family,1800.0,Villa,3,South,,
535,2 BHK Apartment for Rent in Kakkanad Kochi,15000.0,Furnished,1.0,Bachelors/Family,700.0,Apartment,2,Kakkanad,0.0,2.0
536,2 BHK Apartment for Rent in Tripunithura Kochi,20000.0,Semi-Furnished,2.0,Bachelors/Family,1100.0,Apartment,2,Tripunithura,3.0,14.0
537,"3 BHK Apartment for Rent in Galaxy Luxor, Kadavanthra Kochi",20000.0,Furnished,2.0,Bachelors,1000.0,Apartment,3,Kadavanthra,4.0,4.0
539,5 BHK House for Rent in Kandanad Kochi,30000.0,Semi-Furnished,5.0,Bachelors/Family,,House,5,Kandanad,1.0,2.0
540,3 BHK Apartment for Rent in Aluva Kochi,15000.0,Semi-Furnished,4.0,Bachelors/Family,1600.0,Apartment,3,Aluva,7.0,14.0
541,"2 BHK Apartment for Rent in Jawahar Nagar, Kadavanthra Kochi",30000.0,Furnished,3.0,Bachelors/Family,950.0,Apartment,2,Kadavanthra,2.0,2.0
542,3 BHK Builder Floor for Rent in Edappally Kochi,16500.0,Unfurnished,3.0,Bachelors/Family,1150.0,Builder Floor,3,Edappally,2.0,2.0
543,3 BHK Apartment for Rent in shenoys Kochi,32000.0,Furnished,2.0,Bachelors/Family,1400.0,Apartment,3,shenoys,9.0,12.0
546,2 BHK House for Rent in Maradu Kochi,11000.0,Unfurnished,1.0,Bachelors/Family,,House,2,Maradu,,
547,1 BHK House for Rent in Nedumbassery Kochi,8000.0,Semi-Furnished,1.0,Bachelors/Family,,House,1,Nedumbassery,,
548,2 BHK Apartment for Rent in Thevara Kochi,16000.0,Semi-Furnished,2.0,Bachelors/Family,840.0,Apartment,2,Thevara,8.0,13.0
549,3 BHK Villa for Rent in Thuthiyoor Kochi,42000.0,Furnished,3.0,Bachelors/Family,,Villa,3,Thuthiyoor,,
550,1 BHK Builder Floor for Rent in Vazhakkala Kochi,15000.0,Furnished,1.0,Bachelors/Family,,Builder Floor,1,Vazhakkala,1.0,6.0
552,1 BHK Apartment for Rent in Edappally Kochi,18000.0,Unfurnished,1.0,Bachelors,600.0,Apartment,1,Edappally,1.0,3.0
554,2 BHK Apartment for Rent in Karikkamuri Kochi,19000.0,Unfurnished,2.0,Bachelors/Family,850.0,Apartment,2,Karikkamuri,0.0,3.0
556,"3 BHK Apartment for Rent in Confident Cygnus III, Kakkanad Kochi",13000.0,Semi-Furnished,2.0,Family,972.0,Apartment,3,Kakkanad,2.0,8.0
557,2 BHK Builder Floor for Rent in Vazhakkala Kochi,20000.0,Furnished,2.0,Bachelors/Family,,Builder Floor,2,Vazhakkala,4.0,4.0
558,"3 BHK Apartment for Rent in RDS Aura, Kadavanthra Kochi",50000.0,Furnished,4.0,Bachelors/Family,1750.0,Apartment,3,Kadavanthra,5.0,12.0
559,3 BHK Builder Floor for Rent in Kadungalloor Kochi,20000.0,Semi-Furnished,3.0,Bachelors/Family,,Builder Floor,3,Kadungalloor,0.0,2.0
560,2 BHK Apartment for Rent in Nanma one cochin Kochi,25000.0,Semi-Furnished,2.0,Bachelors/Family,900.0,Apartment,2,cochin,6.0,26.0
561,2 BHK House for Rent in Priyadarshini colony Kochi,18000.0,Semi-Furnished,2.0,Bachelors/Family,,House,2,colony,1.0,1.0
563,"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi",72000.0,Furnished,3.0,Bachelors,,Apartment,3,Marine Drive,14.0,26.0
564,2 BHK Builder Floor for Rent in Midhunam House Kochi,17500.0,,,Bachelors/Family,,Builder Floor,2,House,,
565,2 BHK Apartment for Rent in Kadavanthra Kochi,30000.0,Semi-Furnished,2.0,Bachelors/Family,1200.0,Apartment,2,Kadavanthra,2.0,14.0
567,"3 BHK Apartment for Rent in DD Platinum Planet, Kathrikadavu Kochi",38000.0,Furnished,3.0,Bachelors/Family,1850.0,Apartment,3,Kathrikadavu,8.0,18.0
568,4 BHK Villa for Rent in Vennala Kochi,65000.0,Furnished,5.0,Family,2700.0,Villa,4,Vennala,,
570,3 BHK House for Rent in Thevara Kochi,20000.0,Unfurnished,3.0,Bachelors/Family,,House,3,Thevara,0.0,2.0
571,3 BHK Apartment for Rent in Starpark apartment Kochi,25000.0,,,Bachelors/Family,,Apartment,3,apartment,,
572,"2 BHK Apartment for Rent in Mattancherry, Kochi Kochi",13000.0,Unfurnished,2.0,Bachelors/Family,,Apartment,2,Kochi,1.0,2.0
573,5 BHK Villa for Rent in judgemukk Kochi,45000.0,Furnished,5.0,Bachelors/Family,2800.0,Villa,5,judgemukk,,
574,3 BHK Apartment for Rent in Kadavanthra Kochi,18000.0,Semi-Furnished,3.0,Bachelors/Family,,Apartment,3,Kadavanthra,5.0,19.0
576,3 BHK Apartment for Rent in Tripunitura Kochi,20000.0,Semi-Furnished,3.0,Bachelors/Family,,Apartment,3,Tripunitura,2.0,2.0
577,"2 BHK Apartment for Rent in ATRIA THEVARA, Thevara Kochi",25000.0,Furnished,2.0,Bachelors/Family,1350.0,Apartment,2,Thevara,12.0,14.0
579,3 BHK House for Rent in Panangad Kochi,20000.0,Semi-Furnished,3.0,Bachelors/Family,,House,3,Panangad,2.0,2.0
580,"1 BHK Apartment for Rent in Aquacity, Aluva Kochi",14500.0,Furnished,1.0,Bachelors,500.0,Apartment,1,Aluva,19.0,22.0
581,2 BHK House for Rent in Thevara Kochi,16000.0,Unfurnished,2.0,Bachelors/Family,,House,2,Thevara,1.0,2.0
583,1 BHK House for Rent in Eroor Kochi,12000.0,Furnished,1.0,Bachelors/Family,,House,1,Eroor,1.0,2.0
584,1 BHK House for Rent in Gandhinagar Kochi,8000.0,Furnished,1.0,Bachelors/Family,,House,1,Gandhinagar,1.0,2.0
585,1 BHK House for Rent in Kacheripadi Kochi,8000.0,Unfurnished,1.0,Bachelors/Family,,House,1,Kacheripadi,,
588,3 BHK House for Rent in Palluruthy Kochi,16000.0,Semi-Furnished,2.0,Bachelors,1000.0,House,3,Palluruthy,,
590,"2 BHK Apartment for Rent in DD Diamond Valley, Edachira Kochi",29500.0,Furnished,2.0,Bachelors/Family,968.0,Apartment,2,Edachira,15.0,17.0
591,1 BHK House for Rent in Kalamassery Kochi,10000.0,Furnished,1.0,Bachelors/Family,,House,1,Kalamassery,,
592,"3 BHK Apartment for Rent in Puravankara Purva Grandbay, Marine Drive Kochi",43000.0,Unfurnished,3.0,Bachelors,,Apartment,3,Marine Drive,4.0,13.0
594,2 BHK House for Rent in Eroor Kochi,400000.0,Unfurnished,1.0,Bachelors,,House,2,Eroor,,
596,1 BHK House for Rent in Eloor Kochi,12000.0,Semi-Furnished,1.0,Bachelors,2.0,House,1,Eloor,0.0,1.0
597,"3 BHK Apartment for Rent in Riviera Retreat, Thevara Kochi",35000.0,Furnished,3.0,Bachelors/Family,,Apartment,3,Thevara,10.0,15.0
598,"2 BHK Apartment for Rent in KB Apartments, Kadavanthra Kochi",15000.0,Semi-Furnished,2.0,Family,700.0,Apartment,2,Kadavanthra,5.0,5.0
599,2 BHK Apartment for Rent in Menaka-MARINE DRIVE Kochi,20000.0,Semi-Furnished,2.0,Bachelors/Family,,Apartment,2,DRIVE,3.0,11.0
600,3 BHK House for Rent in Poonithura Kochi,19000.0,Unfurnished,3.0,Bachelors,1300.0,House,3,Poonithura,0.0,2.0
601,2 BHK Apartment for Rent in Shanti Nagar Kochi,13000.0,Unfurnished,2.0,Bachelors/Family,650.0,Apartment,2,Panampily Nagar,2.0,2.0
602,2 BHK House for Rent in Elamakkara Kochi,15000.0,Semi-Furnished,2.0,Family,,House,2,Elamakkara,,
603,3 BHK House for Rent in Near Federal Park Vennala Thurithiyil Unnikrisnan Road Kochi,20000.0,Semi-Furnished,3.0,Bachelors/Family,,House,3,Road,,
604,2 BHK Villa for Rent in Kalamasery Kochi,9500.0,Unfurnished,2.0,Family,,Villa,2,Kalamasery,,
605,2 BHK Builder Floor for Rent in Palluruthy Kochi,9000.0,Semi-Furnished,2.0,Bachelors/Family,,Builder Floor,2,Palluruthy,0.0,3.0
607,"3 BHK Apartment for Rent in in Kakkanad, Kochi Kochi",13000.0,Semi-Furnished,3.0,Bachelors/Family,,Apartment,3,Kochi,1.0,8.0
609,"1 BHK House for Rent in Palarivattom, near Medical Center Hospital Kochi",10000.0,Furnished,1.0,Bachelors/Family,,House,1,Hospital,,
611,1 BHK House for Rent in Nedumbassery Kochi,8000.0,Semi-Furnished,1.0,Bachelors/Family,,House,1,Nedumbassery,1.0,3.0
612,2 BHK House for Rent in Kolenchery Kochi,6000.0,Unfurnished,1.0,Bachelors/Family,,House,2,Kolenchery,1.0,1.0
613,3 BHK Builder Floor for Rent in Thevara Kochi,20000.0,Semi-Furnished,3.0,Bachelors/Family,,Builder Floor,3,Thevara,0.0,3.0
614,1 BHK House for Rent in Ayyappankavu Kochi,15000.0,Furnished,1.0,Bachelors/Family,,House,1,Ayyappankavu,1.0,2.0
615,2 BHK Builder Floor for Rent in Elamakkara Kochi,14000.0,Unfurnished,2.0,Bachelors,1000.0,Builder Floor,2,Elamakkara,1.0,2.0
617,3 BHK Apartment for Rent in Panampily Nagar Kochi,,Furnished,4.0,Bachelors/Family,2000.0,Apartment,3,Panampily Nagar,11.0,17.0
618,"2 BHK Apartment for Rent in Olive Heights, Kadavanthra Kochi",31000.0,Unfurnished,2.0,Bachelors/Family,1254.0,Apartment,2,Kadavanthra,8.0,18.0
619,"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi",75000.0,Furnished,4.0,Family,1574.0,Apartment,3,Marine Drive,15.0,25.0
620,1 BHK House for Rent in Infopark Campus Kochi,10000.0,Semi-Furnished,1.0,Bachelors/Family,,House,1,Campus,1.0,3.0
621,"2 BHK Apartment for Rent in Sowparnika Atrium, Edappally Kochi",32000.0,Furnished,2.0,Bachelors/Family,,Apartment,2,Edappally,7.0,9.0
622,"3 BHK Apartment for Rent in ABAD Daffodil Gardens, Thrippunithura Kochi",35000.0,Semi-Furnished,3.0,Bachelors/Family,1540.0,Apartment,3,Thrippunithura,4.0,10.0
623,"3 BHK Apartment for Rent in Tiknar Petals, Kadavanthra Kochi",30000.0,Semi-Furnished,3.0,Bachelors/Family,,Apartment,3,Kadavanthra,3.0,15.0
624,1 BHK House for Rent in Fort Cochin Kochi,9000.0,Semi-Furnished,1.0,Bachelors/Family,,House,1,Cochin,,
625,"3 BHK Builder Floor for Rent in Tricore 22, Aluva Kochi",20000.0,Furnished,3.0,Bachelors/Family,1800.0,Builder Floor,3,Aluva,3.0,22.0
628,2 BHK Builder Floor for Rent in Midhunam House Kochi,17500.0,Semi-Furnished,2.0,Bachelors/Family,,Builder Floor,2,House,2.0,3.0
629,"4 BHK Apartment for Rent in Ansal City, Thrippunithura Kochi",48000.0,Furnished,4.0,Bachelors/Family,,Apartment,4,Thrippunithura,7.0,11.0
630,"2 BHK Builder Floor for Rent in Tricore 22, Aluva Kochi",16500.0,Furnished,2.0,Bachelors/Family,700.0,Builder Floor,2,Aluva,3.0,5.0
631,"3 BHK Apartment for Rent in SFS Grandville , Thrikkakara Kochi",40000.0,Semi-Furnished,4.0,Bachelors/Family,1730.0,Apartment,3,Thrikkakara,6.0,13.0
632,"1 BHK Apartment for Rent in Alpine Suites, Aluva Kochi",10000.0,Furnished,1.0,Bachelors,,Apartment,1,Aluva,,
633,"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi",90000.0,Furnished,4.0,Bachelors/Family,1900.0,Apartment,3,Marine Drive,13.0,25.0
634,"3 BHK Apartment for Rent in Skyline Zircon , Panampily Nagar Kochi",38000.0,Furnished,3.0,Bachelors/Family,,Apartment,3,Panampily Nagar,4.0,12.0
